Order_ID,Order_Date,Delivery_Date,Product_ID,Category,Supplier,Price,Quantity,Region,City,Marketing_Channel,Return_Status,Return_Date,Return_Reason
ORD100467,2024-06-12,2024-06-15,P1012,Sports,Supplier A,145.84,4,West,Kolkata,Email,Yes,2024-06-21,No Longer Needed
ORD100468,2024-01-24,2024-02-01,P1113,Home,Supplier A,238.95,1,South,Mumbai,Social Media,No,,
ORD100469,2024-01-24,2024-01-26,P1123,Electronics,Supplier D,686.0,3,South,Mumbai,Social Media,No,,
ORD100470,2024-01-04,2024-01-11,P1105,Sports,Supplier A,800.23,2,South,Hyderabad,Ads,No,,
ORD100471,2024-11-18,2024-11-26,P1157,Home,Supplier C,36.61,3,East,Bangalore,Organic,No,,
ORD100472,2024-10-16,2024-10-22,P1146,Electronics,Supplier B,1197.23,3,East,Mumbai,Email,Yes,2024-10-26,Wrong Item
ORD100473,2024-06-29,2024-07-08,P1144,Home,Supplier D,448.31,2,North,Mumbai,Email,No,,
ORD100474,2024-09-04,2024-09-07,P1119,Fashion,Supplier C,1368.64,3,South,Hyderabad,Email,No,,
ORD100475,2024-04-25,2024-05-01,P1062,Electronics,Supplier B,1451.59,1,North,Kolkata,Social Media,No,,
ORD100476,2024-10-05,2024-10-12,P1018,Home,Supplier D,286.33,4,North,Chennai,Email,No,,
ORD100477,2024-12-30,2025-01-06,P1091,Fashion,Supplier D,698.52,4,West,Delhi,Organic,No,,
ORD100478,2024-03-09,2024-03-12,P1057,Fashion,Supplier B,11.84,1,West,Chennai,Organic,No,,
ORD100479,2024-12-16,2024-12-22,P1182,Electronics,Supplier B,901.51,3,South,Mumbai,Ads,No,,
ORD100480,2024-09-10,2024-09-14,P1089,Beauty,Supplier C,914.89,2,East,Bangalore,Email,No,,
ORD100481,2024-06-29,2024-07-05,P1116,Sports,Supplier A,378.83,3,West,Delhi,Social Media,No,,
ORD100482,2024-11-13,2024-11-20,P1061,Electronics,Supplier A,842.03,1,East,Delhi,Ads,No,,
ORD100483,2024-06-17,2024-06-23,P1022,Fashion,Supplier A,346.05,3,North,Bangalore,Organic,No,,
ORD100484,2024-11-08,2024-11-17,P1126,Fashion,Supplier A,249.63,4,North,Delhi,Email,No,,
ORD100485,2024-09-05,2024-09-13,P1136,Electronics,Supplier A,980.76,3,North,Bangalore,Organic,Yes,2024-09-23,No Longer Needed
ORD100486,2024-07-06,2024-07-08,P1139,Beauty,Supplier C,495.63,1,North,Delhi,Ads,No,,
ORD100487,2024-02-23,2024-03-03,P1128,Sports,Supplier D,889.49,4,South,Hyderabad,Organic,Yes,2024-03-05,Late Delivery
ORD100488,2024-11-21,2024-11-25,P1057,Home,Supplier C,655.54,3,North,Hyderabad,Email,No,,
ORD100489,2024-12-22,2024-12-27,P1121,Electronics,Supplier C,1476.68,3,West,Chennai,Email,No,,
ORD100490,2024-11-08,2024-11-16,P1000,Sports,Supplier C,232.88,4,North,Delhi,Ads,No,,
ORD100491,2024-05-17,2024-05-19,P1033,Sports,Supplier D,702.25,2,East,Kolkata,Email,No,,
ORD100492,2024-06-16,2024-06-21,P1095,Fashion,Supplier C,1023.88,4,West,Bangalore,Organic,No,,
ORD100493,2024-04-12,2024-04-15,P1125,Home,Supplier C,599.36,2,East,Delhi,Organic,No,,
ORD100494,2024-03-25,2024-03-30,P1117,Electronics,Supplier D,1462.3,1,East,Hyderabad,Social Media,No,,
ORD100495,2024-11-12,2024-11-20,P1047,Fashion,Supplier C,1085.61,1,South,Hyderabad,Social Media,Yes,2024-12-02,Late Delivery
ORD100496,2024-07-30,2024-08-05,P1088,Fashion,Supplier A,988.91,4,South,Bangalore,Social Media,No,,
ORD100497,2024-01-03,2024-01-11,P1116,Beauty,Supplier B,1138.02,4,East,Kolkata,Organic,Yes,2024-01-20,Size Issue
ORD100498,2024-06-27,2024-07-06,P1128,Sports,Supplier C,1429.45,1,East,Delhi,Organic,No,,
ORD100499,2024-12-07,2024-12-12,P1015,Electronics,Supplier B,1362.65,2,North,Delhi,Ads,No,,
ORD100500,2024-10-29,2024-11-05,P1188,Electronics,Supplier C,1089.19,1,West,Kolkata,Social Media,No,,
ORD100501,2024-11-27,2024-11-29,P1191,Electronics,Supplier C,1126.25,4,North,Kolkata,Organic,No,,
ORD100502,2024-02-07,2024-02-09,P1190,Fashion,Supplier A,227.42,1,South,Kolkata,Ads,No,,
ORD100503,2024-08-26,2024-08-31,P1068,Beauty,Supplier D,163.16,4,South,Hyderabad,Organic,No,,
ORD100504,2024-06-17,2024-06-19,P1021,Home,Supplier B,860.65,4,North,Bangalore,Ads,Yes,2024-06-26,No Longer Needed
ORD100505,2024-12-08,2024-12-15,P1092,Fashion,Supplier D,37.37,1,West,Kolkata,Social Media,No,,
ORD100506,2024-11-09,2024-11-17,P1194,Home,Supplier A,728.71,2,East,Bangalore,Social Media,No,,
ORD100507,2024-11-01,2024-11-03,P1075,Beauty,Supplier A,323.42,3,North,Chennai,Social Media,No,,
ORD100508,2024-01-30,2024-02-04,P1153,Sports,Supplier B,525.56,1,South,Delhi,Organic,No,,
ORD100509,2024-07-08,2024-07-12,P1143,Electronics,Supplier D,1165.95,3,West,Delhi,Organic,No,,
ORD100510,2024-12-22,2024-12-26,P1178,Home,Supplier A,1412.44,1,South,Mumbai,Ads,No,,
ORD100511,2024-01-25,2024-01-28,P1085,Fashion,Supplier C,117.9,3,West,Chennai,Email,No,,
ORD100512,2024-04-21,2024-04-30,P1184,Home,Supplier C,806.02,2,West,Kolkata,Email,No,,
ORD100513,2024-07-24,2024-07-26,P1028,Sports,Supplier C,1324.97,2,West,Kolkata,Social Media,Yes,2024-08-01,No Longer Needed
ORD100514,2024-07-03,2024-07-12,P1068,Electronics,Supplier D,132.94,1,North,Hyderabad,Email,No,,
ORD100515,2024-02-16,2024-02-24,P1046,Home,Supplier C,1238.53,4,North,Chennai,Social Media,No,,
ORD100516,2024-08-15,2024-08-20,P1093,Sports,Supplier C,543.12,3,North,Kolkata,Ads,No,,
ORD100517,2024-02-08,2024-02-10,P1189,Fashion,Supplier A,489.92,4,West,Mumbai,Email,No,,
ORD100518,2024-01-16,2024-01-22,P1196,Beauty,Supplier A,1466.42,4,West,Bangalore,Email,No,,
ORD100519,2024-01-22,2024-01-29,P1143,Fashion,Supplier C,309.28,4,South,Delhi,Social Media,No,,
ORD100520,2024-07-31,2024-08-02,P1175,Electronics,Supplier C,1042.86,2,East,Chennai,Ads,No,,
ORD100521,2024-11-05,2024-11-07,P1084,Fashion,Supplier A,1233.95,1,North,Delhi,Email,No,,
ORD100522,2024-05-28,2024-06-06,P1038,Fashion,Supplier B,71.36,1,West,Bangalore,Email,No,,
ORD100523,2024-08-28,2024-09-06,P1099,Fashion,Supplier D,1008.87,2,South,Chennai,Email,No,,
ORD100524,2024-09-28,2024-10-02,P1032,Fashion,Supplier D,1427.81,2,South,Bangalore,Ads,Yes,2024-10-14,Damaged
ORD100525,2024-02-28,2024-03-06,P1100,Electronics,Supplier A,195.09,1,South,Kolkata,Ads,Yes,2024-03-11,Not as Described
ORD100526,2024-10-13,2024-10-18,P1022,Sports,Supplier D,1345.37,4,North,Kolkata,Email,No,,
ORD100527,2024-07-20,2024-07-22,P1009,Home,Supplier A,896.22,3,North,Kolkata,Social Media,Yes,2024-07-25,Wrong Item
ORD100528,2024-02-01,2024-02-05,P1068,Beauty,Supplier A,928.74,3,East,Bangalore,Social Media,Yes,2024-02-17,Damaged
ORD100529,2024-06-10,2024-06-19,P1099,Home,Supplier A,923.29,3,South,Bangalore,Email,No,,
ORD100530,2024-09-11,2024-09-14,P1033,Home,Supplier A,455.27,4,North,Bangalore,Ads,No,,
ORD100531,2024-09-10,2024-09-17,P1179,Beauty,Supplier B,1403.45,1,South,Delhi,Email,No,,
ORD100532,2024-01-09,2024-01-13,P1137,Electronics,Supplier C,1421.55,2,West,Bangalore,Ads,No,,
ORD100533,2024-05-18,2024-05-22,P1146,Beauty,Supplier C,941.7,1,South,Kolkata,Email,Yes,2024-06-01,No Longer Needed
ORD100534,2024-01-10,2024-01-18,P1185,Electronics,Supplier B,1177.3,4,East,Mumbai,Ads,No,,
ORD100535,2024-08-01,2024-08-05,P1095,Home,Supplier D,922.26,2,North,Bangalore,Organic,No,,
ORD100536,2024-09-29,2024-10-07,P1000,Electronics,Supplier D,731.75,4,West,Mumbai,Social Media,No,,
ORD100537,2024-11-19,2024-11-21,P1068,Sports,Supplier C,994.62,3,North,Kolkata,Organic,Yes,2024-12-01,Damaged
ORD100538,2024-02-17,2024-02-19,P1003,Beauty,Supplier D,833.97,3,West,Bangalore,Social Media,No,,
ORD100539,2024-04-20,2024-04-29,P1015,Sports,Supplier C,900.24,4,South,Delhi,Ads,No,,
ORD100540,2024-06-01,2024-06-04,P1023,Home,Supplier C,1177.91,2,South,Delhi,Organic,No,,
ORD100541,2024-05-02,2024-05-08,P1079,Beauty,Supplier B,726.55,2,East,Mumbai,Social Media,Yes,2024-05-12,Size Issue
ORD100542,2024-12-22,2024-12-28,P1001,Home,Supplier D,70.72,1,East,Hyderabad,Email,No,,
ORD100543,2024-04-11,2024-04-17,P1127,Sports,Supplier B,254.36,3,West,Delhi,Ads,No,,
ORD100544,2024-08-28,2024-09-06,P1159,Home,Supplier C,663.52,1,East,Delhi,Ads,No,,
ORD100545,2024-11-16,2024-11-24,P1083,Beauty,Supplier C,1089.99,1,East,Delhi,Email,No,,
ORD100546,2024-07-09,2024-07-18,P1151,Beauty,Supplier C,893.99,4,East,Kolkata,Email,No,,
ORD100547,2024-08-04,2024-08-11,P1139,Home,Supplier A,978.94,4,East,Delhi,Social Media,No,,
ORD100548,2024-02-20,2024-02-27,P1177,Beauty,Supplier A,724.13,1,South,Chennai,Ads,Yes,2024-03-01,Not as Described
ORD100549,2024-10-18,2024-10-21,P1162,Beauty,Supplier A,927.46,3,East,Bangalore,Social Media,No,,
ORD100550,2024-03-21,2024-03-28,P1123,Home,Supplier B,500.24,4,South,Delhi,Email,Yes,2024-04-09,No Longer Needed
ORD100551,2024-03-28,2024-04-03,P1032,Sports,Supplier C,710.57,1,South,Hyderabad,Ads,No,,
ORD100552,2024-07-12,2024-07-18,P1160,Beauty,Supplier D,1118.98,1,North,Hyderabad,Email,No,,
ORD100553,2024-04-13,2024-04-22,P1188,Beauty,Supplier B,1309.03,1,South,Delhi,Social Media,No,,
ORD100554,2024-09-27,2024-10-01,P1178,Beauty,Supplier B,656.15,1,South,Delhi,Social Media,Yes,2024-10-12,No Longer Needed
ORD100555,2024-04-05,2024-04-12,P1170,Beauty,Supplier B,75.06,1,East,Chennai,Social Media,No,,
ORD100556,2024-07-16,2024-07-25,P1100,Home,Supplier D,250.89,1,South,Delhi,Ads,No,,
ORD100557,2024-01-01,2024-01-03,P1011,Sports,Supplier C,41.08,4,West,Delhi,Email,No,,
ORD100558,2024-06-15,2024-06-17,P1066,Sports,Supplier A,983.36,3,East,Bangalore,Email,Yes,2024-06-25,Wrong Item
ORD100559,2024-05-05,2024-05-09,P1064,Electronics,Supplier C,505.15,1,East,Hyderabad,Social Media,Yes,2024-05-12,Not as Described
ORD100560,2024-11-08,2024-11-12,P1160,Beauty,Supplier C,818.29,2,East,Chennai,Social Media,No,,
ORD100561,2024-03-21,2024-03-25,P1167,Beauty,Supplier B,744.98,4,North,Hyderabad,Social Media,No,,
ORD100562,2024-09-07,2024-09-16,P1073,Electronics,Supplier B,131.47,4,East,Chennai,Social Media,No,,
ORD100563,2024-06-17,2024-06-19,P1042,Sports,Supplier B,610.86,1,South,Hyderabad,Organic,Yes,2024-06-26,Size Issue
ORD100564,2024-03-13,2024-03-19,P1043,Fashion,Supplier A,338.64,4,West,Delhi,Organic,No,,
ORD100565,2024-05-20,2024-05-24,P1028,Fashion,Supplier A,633.42,1,East,Hyderabad,Organic,No,,
ORD100566,2024-03-10,2024-03-13,P1140,Sports,Supplier A,313.33,3,East,Hyderabad,Social Media,No,,
ORD100567,2024-09-18,2024-09-26,P1011,Beauty,Supplier C,1262.27,3,West,Chennai,Social Media,No,,
ORD100568,2024-12-05,2024-12-14,P1094,Fashion,Supplier B,269.55,4,East,Mumbai,Email,Yes,2024-12-21,Late Delivery
ORD100569,2024-11-03,2024-11-07,P1045,Home,Supplier D,1441.56,4,North,Chennai,Ads,Yes,2024-11-14,Damaged
ORD100570,2024-09-01,2024-09-09,P1129,Home,Supplier C,629.7,2,South,Chennai,Email,Yes,2024-09-22,Wrong Item
ORD100571,2024-01-03,2024-01-08,P1034,Electronics,Supplier A,1270.91,4,West,Chennai,Organic,No,,
ORD100572,2024-12-02,2024-12-06,P1080,Sports,Supplier D,946.86,2,West,Kolkata,Email,Yes,2024-12-13,No Longer Needed
ORD100573,2024-03-03,2024-03-05,P1089,Sports,Supplier D,1105.67,3,North,Kolkata,Social Media,Yes,2024-03-19,Late Delivery
ORD100574,2024-02-18,2024-02-25,P1007,Fashion,Supplier B,1153.91,3,South,Kolkata,Organic,No,,
ORD100575,2024-03-16,2024-03-20,P1092,Beauty,Supplier D,762.22,1,North,Chennai,Organic,No,,
ORD100576,2024-06-23,2024-07-02,P1153,Sports,Supplier A,819.52,3,South,Mumbai,Ads,No,,
ORD100577,2024-04-18,2024-04-25,P1089,Fashion,Supplier B,775.85,2,North,Chennai,Ads,No,,
ORD100578,2024-07-01,2024-07-06,P1161,Fashion,Supplier D,886.21,4,East,Delhi,Organic,No,,
ORD100579,2024-07-10,2024-07-13,P1114,Sports,Supplier B,53.8,1,North,Mumbai,Organic,Yes,2024-07-15,Size Issue
ORD100580,2024-03-05,2024-03-12,P1104,Fashion,Supplier D,599.32,2,West,Kolkata,Email,No,,
ORD100581,2024-12-02,2024-12-10,P1134,Electronics,Supplier C,913.22,4,West,Hyderabad,Organic,No,,
ORD100582,2024-09-27,2024-10-03,P1195,Electronics,Supplier C,900.61,1,West,Hyderabad,Social Media,No,,
ORD100583,2024-04-09,2024-04-13,P1057,Sports,Supplier A,1191.5,3,North,Bangalore,Email,Yes,2024-04-23,Not as Described
ORD100584,2024-02-01,2024-02-06,P1113,Beauty,Supplier C,985.96,2,West,Mumbai,Social Media,No,,
ORD100585,2024-12-17,2024-12-22,P1074,Electronics,Supplier C,1488.28,4,West,Kolkata,Social Media,No,,
ORD100586,2024-05-07,2024-05-14,P1156,Electronics,Supplier C,432.94,1,East,Mumbai,Social Media,No,,
ORD100587,2024-12-04,2024-12-07,P1119,Sports,Supplier D,545.14,1,East,Mumbai,Organic,No,,
ORD100588,2024-02-12,2024-02-14,P1163,Home,Supplier D,581.93,3,South,Hyderabad,Ads,Yes,2024-02-17,Damaged
ORD100589,2024-03-18,2024-03-22,P1020,Fashion,Supplier B,704.06,4,South,Chennai,Ads,No,,
ORD100590,2024-11-09,2024-11-14,P1163,Electronics,Supplier D,1255.64,3,South,Delhi,Social Media,No,,
ORD100591,2024-10-15,2024-10-18,P1137,Home,Supplier C,361.33,3,North,Bangalore,Organic,No,,
ORD100592,2024-09-26,2024-10-02,P1100,Beauty,Supplier D,1166.24,4,South,Kolkata,Email,No,,
ORD100593,2024-06-10,2024-06-15,P1151,Home,Supplier A,613.91,4,North,Mumbai,Social Media,No,,
ORD100594,2024-07-07,2024-07-10,P1191,Sports,Supplier B,906.76,4,North,Bangalore,Email,Yes,2024-07-20,Wrong Item
ORD100595,2024-09-03,2024-09-12,P1176,Beauty,Supplier B,952.49,2,South,Mumbai,Email,No,,
ORD100596,2024-08-03,2024-08-05,P1098,Beauty,Supplier D,565.54,4,South,Hyderabad,Organic,No,,
ORD100597,2024-11-10,2024-11-12,P1035,Home,Supplier C,773.8,1,North,Delhi,Organic,No,,
ORD100598,2024-12-04,2024-12-09,P1095,Sports,Supplier B,625.42,3,East,Hyderabad,Ads,Yes,2024-12-18,No Longer Needed
ORD100599,2024-06-16,2024-06-24,P1151,Electronics,Supplier A,113.01,2,West,Bangalore,Ads,No,,
ORD100600,2024-12-04,2024-12-09,P1150,Home,Supplier A,661.38,4,West,Kolkata,Organic,No,,
ORD100601,2024-07-11,2024-07-18,P1189,Electronics,Supplier B,155.12,2,West,Mumbai,Social Media,No,,
ORD100602,2024-10-09,2024-10-13,P1036,Home,Supplier C,613.48,4,East,Delhi,Ads,No,,
ORD100603,2024-12-01,2024-12-04,P1011,Electronics,Supplier C,893.45,2,North,Hyderabad,Email,Yes,2024-12-07,No Longer Needed
ORD100604,2024-01-13,2024-01-18,P1112,Home,Supplier D,873.33,3,South,Bangalore,Social Media,No,,
ORD100605,2024-08-27,2024-08-31,P1182,Beauty,Supplier D,997.31,3,North,Hyderabad,Email,No,,
ORD100606,2024-11-15,2024-11-22,P1012,Fashion,Supplier B,151.94,1,North,Mumbai,Organic,No,,
ORD100607,2024-05-26,2024-06-04,P1022,Beauty,Supplier D,981.66,1,South,Mumbai,Email,No,,
ORD100608,2024-07-22,2024-07-31,P1098,Electronics,Supplier D,475.1,4,East,Kolkata,Social Media,Yes,2024-08-02,Late Delivery
ORD100609,2024-03-20,2024-03-24,P1104,Sports,Supplier D,604.58,3,West,Delhi,Organic,No,,
ORD100610,2024-02-12,2024-02-17,P1029,Beauty,Supplier A,1288.4,2,West,Chennai,Social Media,No,,
ORD100611,2024-03-29,2024-03-31,P1016,Fashion,Supplier D,23.46,2,North,Hyderabad,Email,No,,
ORD100612,2024-05-27,2024-05-30,P1112,Electronics,Supplier B,886.73,2,East,Mumbai,Social Media,No,,
ORD100613,2024-04-04,2024-04-07,P1061,Beauty,Supplier C,902.08,1,West,Bangalore,Organic,No,,
ORD100614,2024-05-30,2024-06-08,P1083,Home,Supplier D,601.02,2,East,Hyderabad,Email,No,,
ORD100615,2024-01-02,2024-01-11,P1111,Sports,Supplier C,363.17,1,South,Kolkata,Email,Yes,2024-01-20,Late Delivery
ORD100616,2024-01-22,2024-01-24,P1085,Electronics,Supplier D,359.66,1,North,Kolkata,Ads,No,,
ORD100617,2024-11-08,2024-11-16,P1140,Beauty,Supplier B,1326.73,4,North,Mumbai,Ads,No,,
ORD100618,2024-11-23,2024-11-28,P1186,Electronics,Supplier A,668.62,2,East,Mumbai,Social Media,No,,
ORD100619,2024-01-07,2024-01-16,P1018,Home,Supplier B,503.03,2,West,Mumbai,Ads,No,,
ORD100620,2024-07-24,2024-08-02,P1176,Fashion,Supplier A,678.68,3,East,Chennai,Ads,No,,
ORD100621,2024-04-23,2024-05-02,P1099,Beauty,Supplier D,1007.39,4,South,Mumbai,Ads,No,,
ORD100622,2024-09-28,2024-10-01,P1139,Electronics,Supplier D,227.18,3,West,Hyderabad,Ads,No,,
ORD100623,2024-03-23,2024-03-28,P1188,Electronics,Supplier A,679.66,4,West,Hyderabad,Organic,No,,
ORD100624,2024-06-27,2024-07-04,P1146,Electronics,Supplier B,885.95,2,East,Delhi,Organic,Yes,2024-07-17,Damaged
ORD100625,2024-07-28,2024-08-02,P1075,Fashion,Supplier B,1423.39,1,South,Bangalore,Ads,Yes,2024-08-12,Not as Described
ORD100626,2024-11-23,2024-11-27,P1008,Electronics,Supplier A,386.27,1,West,Mumbai,Social Media,No,,
ORD100627,2024-05-03,2024-05-05,P1198,Sports,Supplier D,545.28,1,North,Hyderabad,Organic,Yes,2024-05-14,Size Issue
ORD100628,2024-04-22,2024-04-30,P1027,Sports,Supplier A,575.24,1,South,Hyderabad,Ads,No,,
ORD100629,2024-01-12,2024-01-21,P1127,Electronics,Supplier D,912.25,1,West,Hyderabad,Organic,No,,
ORD100630,2024-05-05,2024-05-14,P1051,Sports,Supplier A,541.53,3,East,Chennai,Email,No,,
ORD100631,2024-02-22,2024-02-27,P1082,Beauty,Supplier D,804.93,4,West,Bangalore,Organic,No,,
ORD100632,2024-11-26,2024-12-04,P1110,Sports,Supplier A,1174.87,2,North,Kolkata,Organic,No,,
ORD100633,2024-10-09,2024-10-18,P1143,Electronics,Supplier C,1061.02,3,South,Hyderabad,Social Media,Yes,2024-10-22,Not as Described
ORD100634,2024-05-19,2024-05-27,P1116,Home,Supplier D,675.09,4,West,Mumbai,Organic,No,,
ORD100635,2024-04-06,2024-04-13,P1068,Beauty,Supplier B,1297.68,1,North,Hyderabad,Social Media,No,,
ORD100636,2024-01-05,2024-01-11,P1098,Fashion,Supplier A,841.63,4,West,Bangalore,Email,Yes,2024-01-25,Not as Described
ORD100637,2024-02-26,2024-02-28,P1139,Electronics,Supplier B,814.46,4,West,Kolkata,Ads,No,,
ORD100638,2024-11-29,2024-12-07,P1024,Fashion,Supplier A,60.94,1,South,Chennai,Social Media,No,,
ORD100639,2024-03-09,2024-03-12,P1179,Home,Supplier B,1480.17,1,East,Delhi,Organic,No,,
ORD100640,2024-04-27,2024-05-01,P1122,Fashion,Supplier B,193.23,1,East,Mumbai,Organic,No,,
ORD100641,2024-02-28,2024-03-02,P1052,Electronics,Supplier A,354.39,2,North,Delhi,Social Media,No,,
ORD100642,2024-02-02,2024-02-11,P1150,Electronics,Supplier A,87.03,1,North,Chennai,Email,No,,
ORD100643,2024-11-13,2024-11-20,P1143,Home,Supplier B,963.6,2,North,Bangalore,Ads,Yes,2024-12-02,Not as Described
ORD100644,2024-02-19,2024-02-26,P1056,Electronics,Supplier B,344.8,1,South,Bangalore,Organic,No,,
ORD100645,2024-01-19,2024-01-22,P1038,Home,Supplier B,278.22,2,East,Chennai,Email,No,,
ORD100646,2024-08-01,2024-08-03,P1108,Home,Supplier D,141.95,4,North,Hyderabad,Ads,No,,
ORD100647,2024-07-15,2024-07-18,P1180,Electronics,Supplier D,163.93,3,North,Chennai,Ads,Yes,2024-07-27,Damaged
ORD100648,2024-02-16,2024-02-21,P1041,Sports,Supplier C,881.16,4,West,Mumbai,Organic,No,,
ORD100649,2024-06-15,2024-06-24,P1185,Home,Supplier D,1035.43,4,West,Kolkata,Social Media,No,,
ORD100650,2024-10-15,2024-10-24,P1166,Electronics,Supplier D,602.09,1,North,Delhi,Organic,No,,
ORD100651,2024-05-20,2024-05-23,P1141,Sports,Supplier A,725.05,2,West,Delhi,Organic,No,,
ORD100652,2024-03-24,2024-03-28,P1121,Home,Supplier C,1032.09,3,West,Bangalore,Organic,Yes,2024-03-31,Damaged
ORD100653,2024-06-30,2024-07-04,P1132,Sports,Supplier C,35.9,1,West,Hyderabad,Email,No,,
ORD100654,2024-03-19,2024-03-28,P1162,Beauty,Supplier D,491.46,1,South,Bangalore,Social Media,No,,
ORD100655,2024-08-02,2024-08-08,P1074,Beauty,Supplier A,1459.92,1,North,Mumbai,Email,Yes,2024-08-15,Size Issue
ORD100656,2024-01-14,2024-01-18,P1145,Sports,Supplier A,874.37,4,North,Chennai,Organic,Yes,2024-01-25,Not as Described
ORD100657,2024-08-02,2024-08-05,P1075,Home,Supplier C,388.79,2,West,Delhi,Social Media,No,,
ORD100658,2024-05-07,2024-05-11,P1008,Electronics,Supplier A,787.38,2,South,Mumbai,Ads,Yes,2024-05-22,Damaged
ORD100659,2024-11-05,2024-11-14,P1073,Fashion,Supplier B,520.55,3,West,Bangalore,Social Media,No,,
ORD100660,2024-09-04,2024-09-06,P1185,Electronics,Supplier D,803.05,2,South,Bangalore,Organic,No,,
ORD100661,2024-01-29,2024-02-06,P1144,Fashion,Supplier B,197.35,2,North,Delhi,Social Media,Yes,2024-02-14,Size Issue
ORD100662,2024-10-06,2024-10-10,P1006,Fashion,Supplier C,207.74,1,West,Bangalore,Ads,Yes,2024-10-20,No Longer Needed
ORD100663,2024-12-03,2024-12-08,P1173,Home,Supplier C,223.88,1,North,Hyderabad,Ads,No,,
ORD100664,2024-11-14,2024-11-16,P1140,Sports,Supplier A,1410.33,4,South,Bangalore,Social Media,No,,
ORD100665,2024-07-20,2024-07-26,P1167,Electronics,Supplier A,1102.02,1,East,Kolkata,Ads,No,,
ORD100666,2024-12-26,2024-12-31,P1169,Sports,Supplier C,251.95,1,South,Chennai,Email,No,,
ORD100667,2024-02-26,2024-02-29,P1136,Beauty,Supplier C,290.64,1,East,Bangalore,Social Media,No,,
ORD100668,2024-08-05,2024-08-13,P1177,Home,Supplier B,1098.94,1,North,Kolkata,Ads,Yes,2024-08-17,Size Issue
ORD100669,2024-03-02,2024-03-05,P1026,Home,Supplier B,242.68,4,North,Mumbai,Ads,Yes,2024-03-08,Not as Described
ORD100670,2024-06-05,2024-06-13,P1121,Beauty,Supplier A,359.5,1,West,Bangalore,Social Media,No,,
ORD100671,2024-07-20,2024-07-28,P1193,Electronics,Supplier B,1445.39,3,East,Hyderabad,Email,No,,
ORD100672,2024-01-17,2024-01-20,P1004,Beauty,Supplier A,390.41,3,South,Mumbai,Social Media,No,,
ORD100673,2024-11-17,2024-11-22,P1028,Electronics,Supplier A,995.83,3,North,Bangalore,Ads,No,,
ORD100674,2024-01-06,2024-01-11,P1164,Fashion,Supplier D,1468.16,3,East,Delhi,Social Media,No,,
ORD100675,2024-02-27,2024-03-06,P1165,Home,Supplier A,567.7,1,South,Kolkata,Ads,No,,
ORD100676,2024-11-20,2024-11-25,P1082,Electronics,Supplier B,36.1,3,East,Kolkata,Organic,No,,
ORD100677,2024-11-13,2024-11-21,P1135,Sports,Supplier C,373.78,1,South,Delhi,Social Media,Yes,2024-11-24,Wrong Item
ORD100678,2024-06-17,2024-06-26,P1108,Sports,Supplier C,1248.01,4,South,Chennai,Social Media,Yes,2024-07-08,Not as Described
ORD100679,2024-03-22,2024-03-30,P1064,Home,Supplier B,1298.27,3,South,Hyderabad,Ads,No,,
ORD100680,2024-08-06,2024-08-15,P1085,Beauty,Supplier C,1155.09,2,South,Kolkata,Ads,No,,
ORD100681,2024-06-25,2024-06-27,P1144,Beauty,Supplier A,178.53,3,East,Mumbai,Ads,No,,
ORD100682,2024-07-22,2024-07-29,P1070,Electronics,Supplier C,1195.31,3,East,Hyderabad,Ads,No,,
ORD100683,2024-03-11,2024-03-13,P1044,Beauty,Supplier B,1378.83,1,West,Kolkata,Social Media,Yes,2024-03-18,Wrong Item
ORD100684,2024-09-22,2024-09-25,P1131,Home,Supplier C,904.91,3,East,Chennai,Ads,Yes,2024-10-06,Size Issue
ORD100685,2024-04-07,2024-04-14,P1035,Electronics,Supplier A,1411.9,2,East,Mumbai,Social Media,No,,
ORD100686,2024-12-10,2024-12-14,P1069,Fashion,Supplier A,1241.99,1,West,Hyderabad,Email,No,,
ORD100687,2024-10-17,2024-10-20,P1158,Beauty,Supplier B,1003.79,1,East,Mumbai,Social Media,No,,
ORD100688,2024-07-26,2024-08-01,P1018,Beauty,Supplier B,870.01,4,South,Delhi,Ads,No,,
ORD100689,2024-01-02,2024-01-04,P1188,Electronics,Supplier B,529.37,4,North,Bangalore,Ads,No,,
ORD100690,2024-05-03,2024-05-08,P1107,Sports,Supplier D,247.34,3,North,Delhi,Email,No,,
ORD100691,2024-10-06,2024-10-08,P1181,Beauty,Supplier D,911.38,4,West,Hyderabad,Social Media,Yes,2024-10-22,No Longer Needed
ORD100692,2024-03-14,2024-03-19,P1166,Home,Supplier A,483.99,4,East,Bangalore,Email,No,,
ORD100693,2024-06-14,2024-06-21,P1090,Beauty,Supplier D,1300.99,4,East,Delhi,Social Media,No,,
ORD100694,2024-01-22,2024-01-28,P1089,Fashion,Supplier D,1490.07,1,West,Bangalore,Ads,Yes,2024-01-29,No Longer Needed
ORD100695,2024-06-02,2024-06-09,P1018,Beauty,Supplier C,1131.12,1,North,Kolkata,Social Media,No,,
ORD100696,2024-10-21,2024-10-27,P1038,Sports,Supplier D,144.82,1,South,Mumbai,Ads,No,,
ORD100697,2024-08-06,2024-08-08,P1125,Beauty,Supplier C,440.14,4,East,Bangalore,Ads,No,,
ORD100698,2024-06-05,2024-06-10,P1194,Electronics,Supplier B,172.57,1,West,Kolkata,Organic,Yes,2024-06-20,Damaged
